product_handle,name,email,rating,customer_image,review_title,review_body,reply,date(yyyy-mm-dd),review_image1,review_image2,review_image3,review_image4,review_image5,review_type
2023-us-flag-forever-stamps-roll,DreamCollector,default@thimatic.com,5,,,"Exceeded my expectations! The colors, quality, and design are phenomenal. This series is exactly what a philatelist dreams of.",,"2024/08/10 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-roll,stamp.collector92,default@thimatic.com,5,,,,,"2024/07/03 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-roll,collector4life,default@thimatic.com,5,,,"Beautifully detailed stamps, really a joy to look at.",,"2024/05/28 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-roll,little.stampstories,default@thimatic.com,5,,,"Exceeded my expectations! The colors, quality, and design are phenomenal. This series is exactly what a philatelist dreams of.",,"2024/04/16 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-roll,artfanatic86,default@thimatic.com,5,,,,,"2024/03/04 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,culturalenthusiast,default@thimatic.com,5,,,"Wow. Just wow.",,"2024/10/18 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,HobbyHunter,default@thimatic.com,5,,,,,"2024/10/03 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,honestHarry,default@thimatic.com,5,,,,,"2024/09/15 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,truePhilatelist,default@thimatic.com,5,,,"Not bad.",,"2024/08/27 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,RowanTree,default@thimatic.com,5,,,,,"2024/07/19 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,historyhero,default@thimatic.com,5,,,Awesome.,,"2024/06/11 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,proudcollector,default@thimatic.com,5,,,,,"2024/05/05 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,stampfan,default@thimatic.com,5,,,"Amazing quality!",,"2024/03/28 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,happybuyer,default@thimatic.com,5,,,"These stamps are stunning! I love the designs.",,"2024/02/14 12:00:00",,,,,,CSV
2017-us-flag-forever-first-class-rate-stamps,collectorchris,default@thimatic.com,5,,,"Fantastic addition to my collection, highly recommend!",,"2023/11/29 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,artlover,default@thimatic.com,5,,,"The details are exquisite. Each stamp is a masterpiece!",,"2023/08/16 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,colorcrazy,default@thimatic.com,5,,,"Such vibrant colors! They really stand out.",,"2022/04/09 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,stampenthusiast,default@thimatic.com,5,,,"Incredible! A must-have for any serious collector.",,"2024/10/22 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,vintagefan,default@thimatic.com,5,,,"Perfect for my historical collection. Great find!",,"2024/10/09 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,HereSheIs,default@thimatic.com,5,,,"These stamps bring back so many memories!",,"2024/09/25 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,satisfiedbuyer,default@thimatic.com,5,,,,,"2024/08/17 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,stampgeek,default@thimatic.com,5,,,"Nice designs!",,"2024/07/10 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,keenobserver,default@thimatic.com,5,,,"Very happy with this purchase. Highly detailed!",,"2024/06/02 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,creativecollector,default@thimatic.com,5,,,"Impressive artwork. Each one tells a story.",,"2024/04/24 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,stamplover92,default@thimatic.com,5,,,,,"2024/03/13 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,cheerfulGiver,default@thimatic.com,5,,,"Great for sharing with friends.",,"2023/12/28 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,SableCat,default@thimatic.com,5,,,"These stamps are absolutely stunning!",,"2023/11/15 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,Talonxxx,default@thimatic.com,5,,,"I love the intricate designs and details.",,"2023/05/07 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,Mistakemaker,default@thimatic.com,5,,,"Perfect addition to my collection!",,"2022/11/24 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,MrWhiskers,default@thimatic.com,5,,,"The quality exceeded my expectations.",,"2023/11/15 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,Tylller,default@thimatic.com,5,,,"Such beautiful colors! They really pop.",,"2023/05/07 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,WoollyMama,default@thimatic.com,5,,,,,"2022/02/23 12:00:00",,,,,,CSV
booklet-2018-us-flag-forever-first-class-postage-stamps,Gemfinder,default@thimatic.com,5,,,"These stamps remind me of my childhood.",,"2024/03/12 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Babyjane,default@thimatic.com,5,,,"Fantastic craftsmanship, I'm really impressed.",,"2024/10/26 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Boxxsmash,default@thimatic.com,5,,,"These stamps are absolutely stunning!",,"2024/10/20 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,SpillAge,default@thimatic.com,5,,,"I love the intricate designs and details.",,"2024/10/15 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,GracefulDove,default@thimatic.com,5,,,"Perfect addition to my collection!",,"2024/10/10 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,HuckaDuck,default@thimatic.com,5,,,"The quality exceeded my expectations.",,"2024/10/05 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Raspin,default@thimatic.com,5,,,"Such beautiful colors! They really pop.",,"2024/09/30 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,WillHunting,default@thimatic.com,5,,,,,"2024/09/24 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Skulldugger,default@thimatic.com,5,,,"These stamps remind me of my childhood.",,"2024/09/18 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Anthea,default@thimatic.com,5,,,"Fantastic craftsmanship, I'm really impressed.",,"2024/09/12 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Dexter,default@thimatic.com,5,,,"A must-have for any stamp collector!",,"2024/08/28 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Fenton,default@thimatic.com,5,,,"Great variety in this set!",,"2024/08/22 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Talia,default@thimatic.com,5,,,"The artwork on these stamps is exceptional.",,"2024/08/15 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Commander,default@thimatic.com,5,,,"I'm so happy with my purchase!",,"2024/08/08 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Mavis,default@thimatic.com,5,,,"These stamps are true pieces of art.",,"2024/07/31 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Small,default@thimatic.com,5,,,"Well packaged and in perfect condition.",,"2024/07/24 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Godly,default@thimatic.com,5,,,"I can't stop admiring the details!",,"2024/07/17 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Youthful,default@thimatic.com,5,,,"Great gift for any philately enthusiast.",,"2024/07/10 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Compassionate,default@thimatic.com,5,,,"The colors are vibrant and eye-catching.",,"2024/06/26 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Stranger,default@thimatic.com,5,,,"Highly recommend these to everyone!",,"2024/06/19 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Peggy,default@thimatic.com,5,,,"These stamps have a nostalgic feel to them.",,"2024/06/12 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Flower-Like,default@thimatic.com,5,,,"Absolutely worth the price!",,"2024/05/29 12:00:00",,,,,,CSV
2013-us-flag-for-all-seasons-first-class-forever-stamp-1,Lighthearted,default@thimatic.com,5,,,"I love how unique each stamp is.",,"2024/05/21 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Healthy,default@thimatic.com,5,,,"These will make a great addition to my album.",,"2024/05/14 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Sebastian,default@thimatic.com,5,,,"Such a delightful find!",,"2024/10/25 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Wonderful,default@thimatic.com,5,,,"The designs are so creative and fun.",,"2024/10/20 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Meadow,default@thimatic.com,5,,,"Really pleased with the quality and detail.",,"2024/10/12 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Dominique,default@thimatic.com,5,,,"A fantastic way to celebrate history!",,"2024/09/28 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Naomi,default@thimatic.com,5,,,,,"2024/09/15 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Matthew,default@thimatic.com,5,,,"These stamps tell a beautiful story.",,"2024/08/30 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Maia,default@thimatic.com,5,,,"Perfect for mailing holiday cards!",,"2024/08/18 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,John,default@thimatic.com,5,,,"Great for kids and adults alike!",,"2024/07/25 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Quenna,default@thimatic.com,4,,,"The shipping was super fast!",,"2024/06/22 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Kingly,default@thimatic.com,5,,,"Very impressed with the overall presentation.",,"2024/05/16 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Harris,default@thimatic.com,5,,,"These stamps are a conversation starter!",,"2024/04/09 12:00:00",,,,,,CSV
panes-us-flags-2022-forever-stamps,Fair-Haired,default@thimatic.com,5,,,"I love collecting unique stamps like these.",,"2023/12/27 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Rosemary,default@thimatic.com,5,,,"They add so much character to my letters.",,"2024/10/27 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Leroy,default@thimatic.com,5,,,"Absolutely gorgeous designs!",,"2024/10/21 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Genevieve,default@thimatic.com,5,,,"These stamps are perfect for crafting.",,"2024/10/14 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Monroe,default@thimatic.com,5,,,"So much detail packed into each one!",,"2024/09/26 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Noble,default@thimatic.com,5,,,,,"2024/08/19 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Flower,default@thimatic.com,5,,,"They arrived just in time for my project!",,"2024/07/12 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Sabrina,default@thimatic.com,5,,,"These are a great value for the quality.",,"2024/06/04 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Louise,default@thimatic.com,5,,,"I'm amazed at how lovely they look!",,"2024/04/27 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Meris,default@thimatic.com,5,,,"Very satisfied with this purchase!",,"2024/03/19 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Eagle-Eyed,default@thimatic.com,5,,,"Each stamp feels special and unique.",,"2024/02/11 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Murray,default@thimatic.com,5,,,"I love the historical themes represented here.",,"2024/01/03 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Alma,default@thimatic.com,5,,,"Beautifully done, I can't wait to use them.",,"2023/12/06 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Magnus,default@thimatic.com,5,,,"These stamps are simply delightful!",,"2023/10/30 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Herbert,default@thimatic.com,5,,,"Great quality and stunning visuals!",,"2023/09/22 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Handmaiden,default@thimatic.com,5,,,"A wonderful way to express creativity.",,"2023/08/14 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Holly,default@thimatic.com,5,,,"These are going to make my mail so much prettier!",,"2023/07/07 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Fox,default@thimatic.com,5,,,"Incredible attention to detail!",,"2023/05/30 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Zera,default@thimatic.com,5,,,"Perfect for my scrapbooking projects.",,"2023/04/22 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Thresher,default@thimatic.com,5,,,"I'm in love with the artistic designs.",,"2024/10/26 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Sidney,default@thimatic.com,5,,,"These stamps are worth every cent!",,"2024/10/20 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Weary,default@thimatic.com,5,,,"Such a charming collection of stamps.",,"2024/10/13 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Beverly,default@thimatic.com,5,,,"These are my new favorite stamps!",,"2024/10/07 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Bird,default@thimatic.com,5,,,"I was pleasantly surprised by the quality.",,"2024/09/29 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Philbert,default@thimatic.com,5,,,"The designs are imaginative and fun!",,"2024/09/22 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Rosalie,default@thimatic.com,5,,,"Fantastic stamps for any occasion.",,"2024/08/25 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Hal,default@thimatic.com,5,,,"These are going to impress my friends!",,"2024/08/18 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Marcia,default@thimatic.com,5,,,"I enjoy the historical significance of each stamp.",,"2024/07/21 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Effie,default@thimatic.com,5,,,"Great service and beautiful product!",,"2024/07/14 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Beauty,default@thimatic.com,5,,,"These stamps have a vintage charm.",,"2024/06/27 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Vanessa,default@thimatic.com,5,,,"So much creativity in this collection!",,"2024/06/10 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Dragon,default@thimatic.com,5,,,"Absolutely perfect for my needs!",,"2024/05/03 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Pleasure,default@thimatic.com,5,,,"Every stamp is a work of art.",,"2024/04/26 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Mighty,default@thimatic.com,5,,,"These are so much fun to collect!",,"2024/03/19 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Efrain,default@thimatic.com,5,,,"I'm thrilled with the design variety!",,"2024/02/12 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,George,default@thimatic.com,5,,,"Beautiful stamps that make a statement.",,"2024/01/05 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Joe,default@thimatic.com,5,,,"They add a personal touch to my letters.",,"2023/12/18 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Endurance,default@thimatic.com,5,,,,,"2023/11/24 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Marnia,default@thimatic.com,5,,,"I appreciate the attention to detail.",,"2023/10/31 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Winthrop,default@thimatic.com,5,,,"These stamps make me smile!",,"2023/09/27 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Gilbert,default@thimatic.com,5,,,"I'm excited to add these to my collection.",,"2023/08/30 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Edith,default@thimatic.com,5,,,"Great for any occasion or project!",,"2023/07/23 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Thomasina,default@thimatic.com,5,,,"These stamps are a true treasure!",,"2023/06/16 12:00:00",,,,,,CSV
booklet-2022-us-flags-forever-stamps,Myrrh,default@thimatic.com,5,,,"I'm impressed with the quality craftsmanship.",,"2022/11/28 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Farrell,default@thimatic.com,5,,,"The colors are even better in person!",,"2024/10/23 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Hilda,default@thimatic.com,5,,,"These are a fantastic find!",,"2024/10/15 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Red,default@thimatic.com,5,,,,,"2024/09/08 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Keith,default@thimatic.com,5,,,"Perfectly designed for collectors.",,"2024/08/01 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Leslie,default@thimatic.com,5,,,"These stamps have a lot of character.",,"2024/06/24 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Kyle,default@thimatic.com,5,,,"A wonderful assortment of designs!",,"2024/05/17 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Queenie,default@thimatic.com,5,,,,,"2024/04/10 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Red-Haired,default@thimatic.com,5,,,"These are truly one-of-a-kind!",,"2024/03/03 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Guy,default@thimatic.com,5,,,"Great for creating unique cards.",,"2024/01/26 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Gerret,default@thimatic.com,5,,,"I love how they brighten my mail.",,"2023/12/19 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Flourishing,default@thimatic.com,5,,,"Stunning designs that stand out!",,"2023/11/11 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Zane,default@thimatic.com,5,,,"These are my go-to stamps now!",,"2023/10/04 12:00:00",,,,,,CSV
2024-u-s-flags-forever-stamps-coil-of-100,Morgan,default@thimatic.com,5,,,"A lovely touch to any letter or card!",,"2023/08/27 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Free,default@thimatic.com,5,,,"I appreciate the historical themes.",,"2024/10/22 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Agatha,default@thimatic.com,5,,,"These stamps have made my collection even better!",,"2024/10/16 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Barbara,default@thimatic.com,5,,,"Great for both mailing and collecting.",,"2024/10/09 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Britney,default@thimatic.com,5,,,,,"2024/09/25 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Unity,default@thimatic.com,5,,,"These stamps are perfect for gift wrapping!",,"2024/09/11 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Irving,default@thimatic.com,5,,,"They are as beautiful as I hoped they would be!",,"2024/08/28 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Bertina,default@thimatic.com,5,,,"A wonderful addition to my scrapbook.",,"2024/08/14 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Jack,default@thimatic.com,3,,,"I love the creativity behind each design!",,"2024/07/31 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Holly,default@thimatic.com,5,,,"These stamps are just delightful!",,"2024/07/17 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Lewis,default@thimatic.com,5,,,"Such a unique collection, I'm very pleased!",,"2024/06/29 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Elvira,default@thimatic.com,5,,,"These stamps are gorgeous!",,"2024/06/15 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Matilda,default@thimatic.com,5,,,"Love the unique designs.",,"2024/05/28 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Leah,default@thimatic.com,5,,,"Very satisfied with my order!",,"2024/05/14 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Sorrowful,default@thimatic.com,5,,,"They add a lovely touch to my letters.",,"2024/04/30 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Tabitha,default@thimatic.com,5,,,"These are a fantastic addition to my collection.",,"2024/04/16 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Lorraine,default@thimatic.com,5,,,"Not as colorful as I expected.",,"2024/03/08 12:00:00",,,,,,CSV
2022-us-flag-forever-stamps-roll,Fleming,default@thimatic.com,5,,,"Such intricate details!",,"2024/02/22 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Roxanne,default@thimatic.com,5,,,"Perfect for any occasion.",,"2024/10/21 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Grain,default@thimatic.com,5,,,"I appreciate the historical themes.",,"2024/10/12 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Floyd,default@thimatic.com,5,,,"The quality is decent, but I've seen better.",,"2024/10/04 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Laughter,default@thimatic.com,5,,,"These stamps remind me of my childhood.",,"2024/09/20 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Neal,default@thimatic.com,5,,,"They arrived quickly and in great shape!",,"2024/09/06 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Sorrow,default@thimatic.com,5,,,"Absolutely beautiful!",,"2024/08/22 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Hadley,default@thimatic.com,5,,,"I was hoping for a bit more variety.",,"2024/08/08 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Harrison,default@thimatic.com,5,,,"Stunning colors and designs!",,"2024/07/25 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Samantha,default@thimatic.com,5,,,"The craftsmanship is impressive.",,"2024/07/11 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Valiant,default@thimatic.com,5,,,"I love using these for my scrapbooking.",,"2024/06/23 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Honey,default@thimatic.com,5,,,"One stamp was damaged upon arrival.",,"2024/06/09 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Eugene,default@thimatic.com,5,,,"Great for mailing out holiday cards!",,"2024/05/22 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Honour,default@thimatic.com,5,,,"These stamps feel very special.",,"2024/05/08 12:00:00",,,,,,CSV
